municipio;gentilico;populacao_ultimo_senso;densidade_demografica;populacao_estimada;pessoal_ocupado;salario_medio_mensal_trabalhadores_formais;populacao_ocupada;perc_pop_rend_per_capta_meio_sm;matriculas_ensino_fundamental;matriculas_ensino_medio;docentes_ensino_fundamental;tx_escolarizacao_16_14;IDEB_anos_iniciais_ef;IDEB_anos_finais_ef;escolas_ensino_fundamental;escolas_ensino_medio;idhm;pib_per_capta;perc_receitas_fontes_externas;qt_estabelecimentos_saude_sus;area_unidade_territorial;mortalidade_infantil;esgotamento_sanitario_adequado;internacoes_por_diarreia;arborizavao_vias_publixas;urbanizacao_vias_publicas;bioma;sistema_costeiro_marinho;hierarquia_urbana;populacao_exposta_risco;regiao_influencia;regiao_intermediaria;regiao_imediata;mesorregiao;microrregiao
Pratânia;paulista;4599;26.26;5371;1036;2.5;0.197;0.282;832;239;50;0.977;5.9;5;2;1;0.701;22071.44;0.929;1;175.1;13.16;0.83;;0.951;0.17;Cerrado;Não pertence;Centro Local (5);0;São Manuel - Centro de Zona A (4A);Bauru;Botucatu;Bauru;Botucatu
Pedra Bela;paulista;5780;36.45;6127;1030;1.7;0.169;0.305;684;142;45;0.958;6.7;6.4;7;1;0.677;15192.31;0.929;1;158.587;;0.452;0.2;0.322;0.596;Mata Atlântica;Não pertence;Centro Local (5);815;Bragança Paulista - Centro Subregional A (3A);Campinas;Bragança Paulista;Campinas;Amparo
Ubirajara;paulista;4427;15.68;4828;590;2;0.123;0.285;699;160;48;0.989;6.8;4.7;2;1;0.727;19225.76;0.931;1;282.179;;0.711;0.2;0.925;0.306;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Marília/SP - Capital Regional C (2C);Bauru;Bauru;Bauru;Bauru
Icém;paulista;7462;20.58;8363;1087;2.3;0.132;0.327;842;199;54;0.985;6.2;4.8;3;1;0.72;21080.39;0.931;1;362.355;11.76;0.994;0.7;0.996;0.324;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Lupércio;paulista;4353;28.18;4608;600;2.1;0.131;0.311;542;95;37;0.945;6.2;4.9;4;1;0.724;16006.34;0.931;2;155.171;20.83;0.974;0.4;0.977;0.166;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Marília/SP - Capital Regional C (2C);Marília;Marília;Marília;Marília
Nantes;paulista;2707;9.46;3215;324;2.7;0.103;0.311;311;117;25;0.987;6.2;5.3;2;1;0.714;34639.15;0.931;1;286.647;25.64;0.958;1.3;1;0.501;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Presidente Prudente;Assis;Assis
Novais;paulista;4592;38.99;6057;539;2.2;0.092;0.288;586;146;32;1;7.3;5.4;1;1;0.719;11137.42;0.931;1;117.772;;0.962;;0.999;0.322;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Catanduva/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Catanduva;São José do Rio Preto;Catanduva
Santópolis do Aguapeí;paulista;4277;33.44;4856;589;2.1;0.123;0.296;473;110;36;0.986;7.8;5.5;2;1;0.74;14223.41;0.931;1;128.026;;0.978;0.4;0.992;0.226;Mata Atlântica;Não pertence;Centro Local (5);0;Araçatuba - Capital Regional C (2C);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Areias;paulista;3696;12.11;3906;476;1.7;0.122;0.413;495;136;28;0.968;6.2;4.5;3;1;0.697;11917.32;0.933;3;305.227;;0.647;0.8;0.873;0.433;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Cruzeiro/SP - Centro Subregional B (3B);São José dos Campos;Cruzeiro;Vale do Paraíba Paulista;Bananal
Gabriel Monteiro;paulista;2708;19.55;2776;1053;1.6;0.379;0.213;317;76;27;0.997;7.6;;2;1;0.763;27460.99;0.933;1;138.681;;0.834;;1;0.346;Mata Atlântica;Não pertence;Centro Local (5);0;Araçatuba - Capital Regional C (2C);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Arapeí;paulista;2493;15.89;2452;413;1.8;0.167;0.349;320;98;23;0.987;5.3;4.9;1;1;0.68;13771.25;0.934;2;156.903;;0.588;;0.473;0.253;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Resende/RJ - Centro Subregional A (3A);São José dos Campos;Cruzeiro;Vale do Paraíba Paulista;Bananal
Iporanga;paulista;4299;3.73;4180;545;1.9;0.129;0.453;540;203;50;0.973;5.7;5.3;13;1;0.703;13751.83;0.934;6;1152.059;;0.696;;0.467;0.16;Mata Atlântica;Não pertence;Centro Local (5);37;Apiaí - Centro de Zona B (4B);Sorocaba;Registro;Itapetininga;Capão Bonito
Oscar Bressane;paulista;2537;11.46;2603;515;2;0.198;0.309;278;57;23;0.967;7.1;6.4;1;1;0.749;34497.28;0.934;1;222.13;;0.846;;0.99;0.584;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Marília/SP - Capital Regional C (2C);Marília;Marília;Marília;Marília
Cruzália;paulista;2274;15.26;2021;399;2.4;0.192;0.321;176;55;20;0.978;5.8;4.6;2;1;0.774;50074.55;0.935;3;149.33;45.45;0.66;0.5;1;0.094;Mata Atlântica;Não pertence;Centro Local (5);0;Assis - Centro Subregional A (3A);Marília;Assis;Assis;Assis
Redenção da Serra;paulista;3873;12.52;3827;683;1.7;0.177;0.408;499;147;32;0.952;6.9;5.1;2;1;0.657;14369.47;0.935;1;309.441;22.22;0.421;;1;0.646;Mata Atlântica;Não pertence;Capital Regional B (2B) - Município integrante do Arranjo Populacional de São José dos Campos/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São José dos Campos;Taubaté - Pindamonhangaba;Vale do Paraíba Paulista;Paraibuna/Paraitinga
Santo Expedito;paulista;2803;29.68;3159;415;1.7;0.133;0.337;312;75;30;0.991;;4;2;1;0.732;12549.53;0.936;1;94.465;;0.769;;0.994;0.137;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Cássia dos Coqueiros;paulista;2634;13.74;2488;692;1.9;0.274;0.317;334;84;34;0.995;5.1;5;2;1;0.734;70523.08;0.937;1;191.683;;0.665;0.4;0.723;0.43;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Batatais
Barão de Antonina;paulista;3116;20.35;3525;531;1.6;0.153;0.354;427;142;41;1;6.6;5;4;1;0.711;17833.37;0.938;1;153.142;21.28;0.555;;0.961;0.043;Mata Atlântica;Não pertence;Centro Local (5);0;Itaporanga - Centro de Zona B (4B);Sorocaba;Itapeva;Itapetininga;Itapeva
Nipoã;paulista;4274;31.01;5381;661;2.3;0.127;0.293;585;139;33;0.992;7.2;5.2;2;1;0.713;17286.99;0.938;1;137.609;;0.927;6.9;0.965;0.219;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;Nhandeara
Bom Sucesso de Itararé;paulista;3571;26.73;4013;650;1.7;0.164;0.428;609;149;41;0.983;6.1;5.6;2;1;0.66;14930.62;0.938;1;133.578;15.63;0.65;;0.526;0.201;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Itapeva - Centro Subregional A (3A);Sorocaba;Itapeva;Itapetininga;Itapeva
Canitar;paulista;4369;76.34;5365;565;2;0.108;0.317;709;155;42;0.961;7.3;;2;1;0.68;27219.57;0.938;1;57.459;;0.882;0.2;0.939;0.034;Mata Atlântica;Não pertence;Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Ourinhos/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Marília;Ourinhos;Assis;Ourinhos
São João do Pau d'Alho;paulista;2103;17.86;2095;378;2.2;0.18;0.252;220;60;23;0.992;6.3;5.3;2;1;0.75;21929.12;0.939;1;117.665;62.5;0.817;2.3;0.997;0.122;Mata Atlântica;Não pertence;Centro Local (5);0;Dracena - Centro Subregional B (3B);Presidente Prudente;Dracena;Presidente Prudente;Dracena
Luiziânia;paulista;5030;30.2;5918;573;2;0.099;0.303;588;127;38;0.928;7.9;5.4;2;1;0.702;13110.4;0.939;2;166.576;;0.928;0.9;0.952;0.314;Mata Atlântica;Não pertence;Centro Local (5);0;Penápolis - Centro Subregional B (3B);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Borebi;paulista;2293;6.59;2713;804;1.9;0.303;0.308;384;101;26;0.995;5.5;;1;1;0.705;21916.1;0.94;1;347.989;24.39;0.885;5.1;0.94;0.204;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Agudos - Centro de Zona B (4B);Bauru;Bauru;Bauru;Bauru
Natividade da Serra;paulista;6678;8.01;6624;1037;2.2;0.156;0.412;779;197;73;0.988;6.4;5.2;6;2;0.655;11048.15;0.941;1;833.372;18.87;0.679;;0.785;0.65;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José dos Campos/SP - Capital Regional B (2B);São José dos Campos;Taubaté - Pindamonhangaba;Vale do Paraíba Paulista;Paraibuna/Paraitinga
Guarani d'Oeste;paulista;1970;23.03;1996;361;1.9;0.181;0.312;229;33;24;0.956;7.4;6.1;2;1;0.732;17057.04;0.942;1;85.7;;0.875;;0.998;0.051;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Fernandópolis/SP - Centro Subregional A (3A);São José do Rio Preto;Fernandópolis;São José do Rio Preto;Fernandópolis
Lourdes;paulista;2128;18.71;2311;359;2.5;0.157;0.282;208;52;22;0.984;6.8;;2;1;0.742;15334.5;0.942;1;113.94;;0.812;0.9;0.961;0.136;Mata Atlântica;Não pertence;Centro Local (5);0;Araçatuba - Capital Regional C (2C);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Álvares Florence;paulista;3897;10.74;3616;491;2.1;0.133;0.336;354;95;35;0.993;6.6;5.8;3;1;0.728;27525.23;0.944;2;362.411;;0.826;0.3;0.986;0.012;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Votuporanga/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Votuporanga;São José do Rio Preto;Votuporanga
Tarabai;paulista;6607;32.78;7609;1145;1.8;0.153;0.349;732;267;50;0.992;6.6;4.9;1;1;0.726;15665.38;0.945;5;201.385;23.81;0.948;0.3;0.979;0.057;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Rifaina;paulista;3436;21.14;3651;1064;2.2;0.293;0.283;438;157;39;0.992;6.4;4.9;2;1;0.74;33132.39;0.948;1;162.508;20;0.981;;0.975;0.28;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Franca/SP - Capital Regional C (2C);Ribeirão Preto;Franca;Ribeirão Preto;Franca
Taciba;paulista;5714;9.41;6371;904;2.7;0.144;0.323;722;190;49;0.993;6.6;5.1;3;1;0.723;25464.7;0.948;3;607.267;15.38;0.874;;0.983;0.19;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Emilianópolis;paulista;3020;13.45;3238;416;2.1;0.129;0.305;261;91;25;0.973;7.4;5.7;1;1;0.727;19039.28;0.948;1;225.167;31.25;0.832;6.3;1;0.203;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Nova Campina;paulista;8515;22.1;9962;2152;2.5;0.221;0.461;1188;318;77;0.997;6;5;7;2;0.651;12860.19;0.949;3;385.375;24.59;0.563;0.7;0.73;0.072;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Itapeva - Centro Subregional A (3A);Sorocaba;Itapeva;Itapetininga;Itapeva
Tapiraí;paulista;8012;10.61;7725;1133;2.1;0.145;0.373;1110;278;62;0.983;6.5;5.4;4;2;0.681;18965.41;0.95;4;755.1;37.74;0.753;0.2;0.73;0.105;Mata Atlântica;Não pertence;Centro Local (5);808;Arranjo Populacional de Sorocaba/SP - Capital Regional B (2B);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Piedade
Rubiácea;paulista;2729;11.52;3195;453;2.1;0.145;0.323;328;90;27;0.995;6.3;5.5;3;1;0.721;20942.69;0.95;3;236.484;;0.778;2;0.986;0;Mata Atlântica;Não pertence;Centro Local (5);0;Araçatuba - Capital Regional C (2C);Araçatuba;Araçatuba;Araçatuba;Araçatuba
Arco-Íris;paulista;1925;7.27;1755;311;2.2;0.174;0.316;257;41;31;0.991;6.5;5.9;3;2;0.722;23629.74;0.95;2;264.904;;0.68;1.6;0.816;0.426;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Tupã/SP;0;Arranjo Populacional de Marília/SP - Capital Regional C (2C);Marília;Tupã;Marília;Tupã
Itirapuã;paulista;5914;36.71;6587;603;2.1;0.093;0.351;796;251;48;0.991;6.6;4.8;2;1;0.707;15885.28;0.951;3;161.118;;0.889;0.2;0.799;0.173;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Franca/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Ribeirão Preto;Franca;Ribeirão Preto;Franca
Alvinlândia;paulista;3000;35.38;3251;347;2.1;0.108;0.302;422;98;30;0.993;6.6;5.2;2;1;0.722;15723.04;0.952;1;84.879;;0.895;0.6;0.982;0.152;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Marília/SP - Capital Regional C (2C);Marília;Marília;Marília;Marília
Pedranópolis;paulista;2558;9.83;2468;740;2.1;0.297;0.297;280;71;21;1;7.1;5.8;2;1;0.742;25215.85;0.952;3;260.101;;0.619;;0.993;0.09;Cerrado.Mata Atlântica;Não pertence;Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Fernandópolis/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Fernandópolis;São José do Rio Preto;Fernandópolis
Trabiju;paulista;1544;24.35;1752;299;2.1;0.173;0.307;239;83;20;0.984;6.4;4.6;1;1;0.722;21090.7;0.953;1;63.421;;0.925;0.6;0.95;0.167;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Araraquara/SP - Capital Regional C (2C);Araraquara;Araraquara;Araraquara;Araraquara
Santa Cruz da Esperança;paulista;1953;13.19;2166;486;1.9;0.227;0.351;290;78;18;0.862;6.4;5.9;1;1;0.743;25103.11;0.954;2;148.062;;0.697;1.4;0.995;0.53;Cerrado.Mata Atlântica;Não pertence;Capital Regional A (2A) - Município integrante do Arranjo Populacional de Ribeirão Preto/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Batatais
Pracinha;paulista;2858;45.48;4327;311;1.6;0.076;0.653;169;55;21;1;5.6;4.7;2;1;0.696;8026.41;0.956;1;63.054;66.67;0.867;0.8;0.98;0.136;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Adamantina - Lucélia/SP;0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Adamantina - Lucélia;Presidente Prudente;Adamantina
Jeriquara;paulista;3160;22.26;3143;655;1.9;0.207;0.305;519;125;29;0.98;6.7;4.7;2;1;0.703;32818.09;0.957;2;141.971;23.26;0.995;;0.973;0.354;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Franca/SP - Capital Regional C (2C);Ribeirão Preto;Franca;Ribeirão Preto;Franca
Mariápolis;paulista;3916;21.07;4098;426;2;0.104;0.33;342;74;26;0.975;;5.2;2;1;0.718;14105.25;0.957;2;186.544;;0.795;1.2;0.958;0.246;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Adamantina - Lucélia/SP;0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Adamantina - Lucélia;Presidente Prudente;Adamantina
Torre de Pedra;paulista;2254;31.59;2432;255;2;0.106;0.339;302;85;21;0.984;5.8;6.1;2;1;0.714;12891.91;0.957;1;71.348;;0.687;;0.216;0.278;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Botucatu - Centro Subregional A (3A)\. Tatuí - Centro Subregional B (3B);Sorocaba;Tatuí;Itapetininga;Tatuí
Presidente Alves;paulista;4123;14.36;4067;461;1.8;0.113;0.348;445;108;35;0.989;6;4.9;2;1;0.735;18226.94;0.958;2;286.642;22.22;0.885;0.5;0.978;0.205;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Bauru;Bauru;Bauru
Lucianópolis;paulista;2249;11.85;2412;414;2.1;0.173;0.266;249;75;23;0.991;6.9;4.9;2;1;0.733;22527.97;0.958;1;189.536;;0.829;1.3;0.988;0.422;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Bauru;Bauru;Bauru
Lutécia;paulista;2714;5.71;2623;479;1.9;0.181;0.369;343;104;29;0.937;6.3;5;2;1;0.72;27668.38;0.958;1;475.226;;0.853;1.8;0.981;0.301;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Paraguaçu Paulista/SP - Centro de Zona A (4A);Marília;Assis;Assis;Assis
Uru;paulista;1251;8.51;1142;313;2.2;0.269;0.341;164;54;21;0.951;6.6;5.6;2;1;0.712;31465.46;0.96;1;146.901;;0.912;0.8;0.952;0.135;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Lins;Bauru;Bauru
Vitória Brasil;paulista;1737;34.95;1852;261;2.3;0.142;0.264;212;64;19;0.985;6.4;5;2;1;0.725;19656.29;0.961;1;49.832;;0.812;1.1;0.996;0.058;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Jales/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Brejo Alegre;paulista;2573;24.41;2911;648;2.2;0.226;0.271;346;89;25;0.959;7.3;5.6;2;1;0.71;18955.8;0.961;1;105.689;;0.821;0.7;0.991;0.045;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Birigui/SP;0;Araçatuba - Capital Regional C (2C);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Borá;paulista;805;6.8;839;839;2.3;1.002;0.323;124;24;17;0.946;;5.1;2;1;0.746;50487.32;0.962;1;118.951;;0.853;1.2;0.995;0.102;Cerrado.Mata Atlântica;Não pertence;Centro de Zona A (4A) - Município integrante do Arranjo Populacional de Paraguaçu Paulista/SP;0;Assis - Centro Subregional A (3A);Marília;Assis;Assis;Assis
Queiroz;paulista;2808;12.01;3513;1715;2.3;0.504;0.33;437;114;29;0.981;6;5.3;2;1;0.715;245702.59;0.962;2;234.914;;0.875;0.6;0.949;0.061;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Tupã/SP;0;Arranjo Populacional de Marília/SP - Capital Regional C (2C);Marília;Tupã;Marília;Tupã
Dolcinópolis;paulista;2096;26.76;2108;314;2.4;0.148;0.257;228;51;23;1;6.4;6.1;2;1;0.742;22385.72;0.962;2;77.939;;0.932;0.5;0.996;0.444;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Sagres;paulista;2395;16.2;2427;341;1.7;0.14;0.322;257;66;26;0.992;;;2;1;0.73;15978.73;0.963;1;147.935;;0.983;6.5;0.916;0.078;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Adamantina - Lucélia/SP - Centro Subregional B (3B)\. Osvaldo Cruz - Centro de Zona A (4A);Presidente Prudente;Adamantina - Lucélia;Presidente Prudente;Adamantina
Balbinos;paulista;3702;40.4;6127;364;2;0.063;0.701;175;40;18;0.989;6.4;5.4;2;1;0.669;9203.78;0.967;1;91.635;;0.914;;0.988;0.056;Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Pirajuí/SP;0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Bauru;Bauru;Bauru
Itapirapuã Paulista;paulista;3880;9.55;4294;538;1.8;0.127;0.451;563;203;44;0.99;6.8;4.9;6;2;0.661;10801.45;0.98;2;406.478;26.67;0.516;0.5;0.395;0.027;Mata Atlântica;Não pertence;Centro Local (5);1496;Itapeva - Centro Subregional A (3A);Sorocaba;Itapeva;Itapetininga;Capão Bonito
Guará;paulista;19858;54.78;21394;3321;2.3;0.157;0.327;2366;500;155;0.98;6.5;4.2;10;2;0.718;23051.77;;6;362.183;20.51;0.966;0.4;0.997;0.144;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;Ituverava;Ribeirão Preto;Ituverava
Flora Rica;paulista;1752;7.78;1397;321;2;0.219;0.374;165;42;14;0.991;6.7;4.2;1;1;0.727;24174.01;;1;224.711;;0.997;2.5;0.996;0.035;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Dracena;Presidente Prudente;Adamantina
Miguelópolis;paulista;20451;24.88;22480;3108;2.1;0.14;0.334;2314;610;106;0.986;5.7;4.4;7;2;0.741;46740.36;;11;820.849;;0.938;2.1;0.978;0.113;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Ituverava - Centro de Zona A (4A);Ribeirão Preto;Ituverava;Ribeirão Preto;São Joaquim da Barra
Serrana;paulista;38878;308.44;46166;8578;2.9;0.19;0.315;5970;1445;278;0.975;6.1;4.5;14;6;0.729;22354.28;;9;126.046;14.04;0.99;0.5;0.868;0.24;Cerrado.Mata Atlântica;Não pertence;Capital Regional A (2A) - Município integrante do Arranjo Populacional de Ribeirão Preto/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Ribeirão Preto
Luís Antônio;paulista;11286;18.85;15628;7242;2.7;0.485;0.361;1704;463;113;0.994;6.2;4.7;5;2;0.731;92760.78;;6;598.257;6.67;0.98;;0.985;0.494;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Ribeirão Preto
Avaí;paulista;4959;9.18;5467;972;2;0.18;0.386;582;144;66;0.994;5.6;4.9;6;3;0.714;54472.96;;1;540.689;;0.761;0.9;0.854;0.187;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Bauru;Bauru;Bauru
Barra do Chapéu;paulista;5244;12.93;5794;736;1.5;0.129;0.47;754;237;58;0.969;5.6;4.9;10;3;0.66;18993.39;;3;405.681;;0.257;0.2;0.149;0.493;Mata Atlântica;Não pertence;Centro Local (5);384;Apiaí - Centro de Zona B (4B);Sorocaba;Itapeva;Itapetininga;Capão Bonito
Ferraz de Vasconcelos;paulista;168306;5692.55;198661;22002;2.4;0.113;0.37;22021;5196;1102;0.976;6.1;4.9;45;22;0.738;16714.9;;16;29.547;9.97;0.851;0.2;0.443;0.118;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes
