"NO_MUNICIPIO","IN_SALA_DIRETORIA_1","IN_INTERNET_1","IN_REDES_SOCIAIS_1","IN_NOTURNO_1","IN_EJA_1","IN_SECRETARIA_1","IN_EQUIP_LOUSA_DIGITAL_1","IN_SALA_PROFESSOR_1","IN_AREA_VERDE_1","IN_REFEITORIO_1","IN_ORGAO_ASS_PAIS_1","IN_ORGAO_ASS_PAIS_MESTRES_1","IN_ORGAO_CONSELHO_ESCOLAR_1","IN_ORGAO_GREMIO_ESTUDANTIL_1","IN_BIBLIOTECA_1","IN_QUADRA_ESPORTES_1","ANO_LETIVO_1","Alunos_Turma_1","COMUNIDADE_1","ACESSIBILIDADE_1","Material_Ped_1","Equipamento_Inform_1","Lab_Inform_1","Atividades_complementares_1","Espacos_1","IN_BANHEIRO_CHUVEIRO_1","Equip_1","QT_SALAS_UTILIZADAS_1","QT_EQUIP_DVD_1","QT_EQUIP_SOM_1","QT_EQUIP_TV_1","QT_EQUIP_LOUSA_DIGITAL_1","QT_EQUIP_MULTIMIDIA_1","QT_DESKTOP_ALUNO_1","QT_COMP_PORTATIL_ALUNO_1","QT_PROF_ADMINISTRATIVOS_1","QT_PROF_SERVICOS_GERAIS_1","QT_PROF_BIBLIOTECARIO_1","QT_PROF_COORDENADOR_1","QT_PROF_NUTRICIONISTA_1","QT_PROF_ALIMENTACAO_1","QT_PROF_PEDAGOGIA_1","QT_PROF_SECRETARIO_1","QT_PROF_SEGURANCA_1","QT_PROF_MONITORES_1","QT_MAT_BAS_1","QT_MAT_EJA_1","QT_MAT_BAS_0_3_1","QT_MAT_BAS_4_5_1","QT_MAT_BAS_6_10_1","QT_MAT_BAS_11_14_1","QT_MAT_BAS_15_17_1","QT_MAT_BAS_18_MAIS_1","QT_DOC_BAS_1","QT_TUR_BAS_1","nEscolas","Homicidios","Furto"
"Ferraz de Vasconcelos",0.954545454545455,0.681818181818182,0.0681818181818182,0.0681818181818182,0.0681818181818182,0.818181818181818,0.159090909090909,0.727272727272727,0.0227272727272727,0.545454545454545,0.659090909090909,1.52272727272727,1.52272727272727,0.659090909090909,0.0681818181818182,0.386363636363636,322.227272727273,24.2791281167746,0.227272727272727,0.181818181818182,4.47727272727273,0.340909090909091,0.295454545454545,0.204545454545455,2.54545454545455,0.0909090909090909,5,427,101,116,103,20,15,127,39,54,109,1,35,1,93,22,12,0,29,18933,565,1728,3670,10986,1878,172,499,804,719,44,15,1260
"Flora Rica",0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0.666666666666667,6,6,6,6,0,0.333333333333333,318,13.3666666666667,0,0,5.66666666666667,0.333333333333333,0,0.333333333333333,2.33333333333333,0.333333333333333,3.66666666666667,13,2,3,2,7,1,15,0,1,9,3,1,2,7,1,1,0,0,243,15,45,23,75,81,5,14,30,16,3,0,11
"Floreal",1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,317,17.9230769230769,1,1,7,1,1,1,4,1,7,18,5,2,5,1,1,20,2,1,15,1,1,1,4,0,2,0,1,233,0,50,57,120,6,0,0,7,13,1,0,23
"Flórida Paulista",0.666666666666667,0.833333333333333,0.666666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.333333333333333,0.833333333333333,0.166666666666667,0.833333333333333,1.66666666666667,1.83333333333333,2,1.5,0,0.333333333333333,312.833333333333,15.8182234432234,0.666666666666667,0.833333333333333,5.83333333333333,0.666666666666667,0.333333333333333,0.333333333333333,3.66666666666667,0.5,6.16666666666667,57,19,48,22,13,2,37,6,2,15,0,4,6,11,5,5,0,1,1016,19,166,238,570,23,0,19,78,55,6,0,28
"Florínea",1,1,0,0,0,1,0,1,0,1,0,1,1,0,0.5,0,318.5,16.0909090909091,0.5,0,5,0,0,1,4.5,0.5,8,16,2,2,2,0,2,0,0,1,9,0,0,0,1,2,1,0,8,201,0,79,90,32,0,0,0,17,13,2,2,35
"Franca",0.727272727272727,0.890909090909091,0.490909090909091,0.0727272727272727,0.0909090909090909,0.672727272727273,0.636363636363636,0.672727272727273,0.2,0.563636363636364,0.509090909090909,1.41818181818182,1.4,1,0.0545454545454545,0.563636363636364,308.181818181818,22.3003105858857,0.254545454545455,0.545454545454545,5.58181818181818,0.654545454545455,0.454545454545455,0.6,3.14545454545455,0.0727272727272727,6.07272727272727,525,114,356,171,60,73,497,29,61,66,22,59,0,90,121,31,0,8,19250,2713,1,4101,11808,623,74,2643,1023,824,55,16,4624
"Francisco Morato",0.775510204081633,0.857142857142857,0.224489795918367,0.0816326530612245,0.0816326530612245,0.897959183673469,0.204081632653061,0.755102040816326,0.0816326530612245,0.816326530612245,0.36734693877551,1.30612244897959,1.18367346938776,0.510204081632653,0.0816326530612245,0.346938775510204,331.734693877551,23.295541744692,0.183673469387755,0.346938775510204,4.02040816326531,0.448979591836735,0.204081632653061,0.285714285714286,3.22448979591837,0.142857142857143,5.48979591836735,554,149,151,168,10,33,191,15,66,191,0,36,1,153,56,41,6,11,22954,802,3742,5233,12769,407,92,711,1014,933,49,15,1050
"Franco da Rocha",0.653846153846154,0.307692307692308,0.480769230769231,0.0192307692307692,0.0192307692307692,0.865384615384615,0,0.769230769230769,0.0384615384615385,0.769230769230769,1.28846153846154,2.05769230769231,2.01923076923077,1.32692307692308,0.0192307692307692,0.25,316.903846153846,20.1726901005262,0.346153846153846,0.173076923076923,4.09615384615385,0.115384615384615,0,0.307692307692308,2.32692307692308,0.153846153846154,4.67307692307692,437,164,102,193,0,13,15,0,50,88,0,32,11,58,66,23,0,14,16752,283,3529,4116,8632,192,19,264,867,824,52,12,684
"Gabriel Monteiro",1,1,1,0,0,1,0.333333333333333,0.666666666666667,0,0.666666666666667,3,3.33333333333333,3.33333333333333,3,0,0.666666666666667,319,16.4333333333333,0.666666666666667,0,5.33333333333333,0.666666666666667,0.666666666666667,0.666666666666667,2.66666666666667,1,7,23,2,6,10,1,2,22,0,2,9,2,2,3,7,1,3,0,0,324,0,90,69,156,9,0,0,79,20,3,0,12
"Gália",1,0.5,0,0,0,1,0,1,0,0.5,0,1,1,0,0,0.5,319,17.8159722222222,0.5,0,6.5,1,0.5,1,3,0,5.5,63,3,3,31,0,0,45,0,2,25,0,0,0,2,0,0,1,0,610,0,128,128,343,11,0,0,83,34,2,0,93
"Garça",0.92,1,0.08,0.04,0.04,0.64,0,0.8,0.24,0.36,0,0.92,0.84,0.04,0,0.44,305.48,17.9853329389908,0.12,0.8,3.2,0.48,0.44,0.6,3.4,0.4,5.12,180,46,47,59,0,22,123,25,26,130,7,12,2,35,30,1,0,8,3814,6,720,932,2060,95,0,7,370,194,25,2,631
"Gastão Vidigal",0.5,1,0.5,0,0,0.5,0,0.5,0,0.5,0,1,1,0,0,0,324.5,17.4714285714286,0.5,0,6.5,1,0.5,0,3.5,0,7,15,5,7,7,0,2,28,0,1,6,0,1,0,4,0,0,0,0,213,0,86,80,47,0,0,0,14,12,2,1,21
"Gavião Peixoto",1,0.666666666666667,0.333333333333333,0,0,0.666666666666667,0,1,0,1,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0,315,15.5094444444444,0,0,4,0.666666666666667,0.333333333333333,0.666666666666667,3.66666666666667,0.333333333333333,6.66666666666667,40,8,12,12,0,2,36,0,0,3,0,0,0,2,0,2,0,0,809,0,186,151,333,137,2,0,21,50,3,1,21
"General Salgado",0.75,0.625,0.25,0,0,0.75,0.125,0.75,0.375,0.25,0.125,0.75,0.75,0.125,0,0.375,319.25,19.4404304029304,0.375,0.375,2.875,0.25,0.125,1,3.125,0.375,5,64,11,19,16,1,6,17,0,3,15,6,1,0,7,2,5,0,1,1327,0,180,208,515,387,36,1,104,59,8,0,82
"Getulina",0.5,0.5,0.25,0.5,0.5,0.75,0,0.25,0,0.5,2.25,2.75,2.25,2.25,0,0.25,317,16.363141025641,0.25,0,5.75,0.75,0.5,0.25,2.25,0,5.5,28,2,4,9,0,0,13,0,4,10,0,5,1,6,1,3,0,0,649,21,31,149,415,32,0,22,99,39,4,1,96
"Glicério",0.5,1,0.75,0,0,1,0.5,1,0,1,0,1,1,0.5,0.25,0,317.25,15.8221153846154,0.25,0.5,7.25,0.5,0.5,0.75,3.5,0.75,6.5,29,10,12,11,2,2,46,4,4,8,2,1,0,11,4,0,0,4,543,0,122,115,291,14,1,0,59,32,4,1,48
"Guaiçara",0.833333333333333,0.833333333333333,0,0,0,1,0,0.5,0,0.833333333333333,4.5,5,4.83333333333333,4.83333333333333,0,0.5,323.5,18.4598845598846,0.166666666666667,0,4.16666666666667,0.333333333333333,0.166666666666667,0.5,2.66666666666667,0.166666666666667,6.33333333333333,52,8,9,13,0,2,22,0,12,14,0,4,0,7,0,4,0,0,1370,0,229,291,811,39,0,0,162,71,6,0,165
"Guaimbê",0.666666666666667,0,0,0,0,1,0,0.666666666666667,0,1,0,1,0.333333333333333,0,0,0.333333333333333,323.333333333333,19.7440476190476,0,0,2.66666666666667,0.666666666666667,0.333333333333333,0.666666666666667,3,0.666666666666667,7.33333333333333,26,6,3,6,0,2,16,0,0,10,0,6,0,0,0,4,0,0,634,0,92,161,372,9,0,0,57,30,3,1,46
"Guaíra",0.714285714285714,0.571428571428571,0,0.214285714285714,0.214285714285714,0.642857142857143,0,0.5,0.0714285714285714,0.642857142857143,0,1,0.285714285714286,0,0.0714285714285714,0.214285714285714,318.714285714286,16.1610427109912,0,0.0714285714285714,4.64285714285714,0.285714285714286,0.357142857142857,0.428571428571429,3.64285714285714,0.642857142857143,4.85714285714286,129,17,44,24,0,4,66,30,14,61,0,4,13,43,8,3,0,1,3972,220,775,743,2095,132,1,226,270,232,14,1,453
"Guapiaçu",0.777777777777778,1,0.111111111111111,0,0,0.888888888888889,0,0.888888888888889,0,0.777777777777778,0,1,0.444444444444444,0.111111111111111,0.333333333333333,0.333333333333333,319,18.4652760819428,0.777777777777778,0,6.11111111111111,0.444444444444444,0.444444444444444,0.444444444444444,2.77777777777778,0.444444444444444,7.66666666666667,110,21,11,29,0,1,97,0,8,22,0,18,9,19,9,7,0,45,3121,0,442,465,1183,885,143,3,169,154,9,2,127
"Guapiara",0.25,0.3,0.2,0,0,0.2,0.15,0.2,0,0.05,0.9,1.8,1.15,1.1,0.2,0.25,320.95,17.1702380952381,0.2,0.2,1.75,0.35,0.4,0.1,2.3,0,3.35,83,11,22,16,3,3,46,1,1,35,0,2,0,4,2,9,2,0,2144,0,146,458,1192,337,10,1,357,115,20,2,95
"Guará",0.833333333333333,1,0.75,0.0833333333333333,0.0833333333333333,1,0.833333333333333,1,0,0.25,0,1,0.666666666666667,0.0833333333333333,0,0.666666666666667,319,18.4000721500722,0.333333333333333,0.5,4.91666666666667,0.5,0.333333333333333,0.5,2.83333333333333,0.333333333333333,5.58333333333333,138,20,24,29,61,5,111,5,19,48,1,9,0,30,9,6,1,5,2930,170,319,296,1068,1007,112,128,242,146,12,2,385
"Guaraçaí",0.5,0.25,0.25,0,0,0.5,0,0.75,0.25,0.5,9,9,9,9,0.5,0.25,320,15.4451754385965,0,0.5,3.5,0.5,0.5,0.25,3.75,0.25,5.5,26,4,11,7,0,2,36,0,4,13,1,7,0,7,1,0,2,0,617,0,59,147,388,23,0,0,59,34,4,0,35
"Guaraci",1,1,1,0.4,0.4,1,0,1,0.4,0.6,0.2,1,1,0.4,0.2,0.4,327.4,18.1178243021346,0.2,0.6,4.2,0.8,0.4,1,3.4,0.6,5.4,59,6,10,13,0,2,35,1,14,23,0,9,3,9,4,3,0,11,1801,62,232,249,671,565,24,60,84,89,5,0,100
"Guarani d'Oeste",0.666666666666667,0.666666666666667,1,0,0,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0,1,0.333333333333333,0.333333333333333,0.666666666666667,321.666666666667,17.8253968253968,1,0,4.33333333333333,1,0.666666666666667,0.333333333333333,2.33333333333333,0.666666666666667,6.66666666666667,16,6,7,7,0,3,24,2,1,13,2,3,3,7,2,2,0,6,209,0,48,47,112,2,0,0,68,12,3,0,8
"Guarantã",0.6,0.4,0,0.2,0.2,1,0,0.4,0,1,0,0.2,0.4,0.2,0,0.2,320,15.4228282828283,0,0,3.6,0,0.2,0.2,2.2,0.2,5.6,32,6,15,12,0,8,0,0,21,16,0,2,3,3,4,4,0,0,697,10,72,141,453,21,0,10,75,37,5,0,62
"Guararapes",0.277777777777778,1,0.444444444444444,0.0555555555555556,0.0555555555555556,0.611111111111111,0.166666666666667,0.222222222222222,0,0.555555555555556,0.5,0.777777777777778,0.5,0.5,0.166666666666667,0.166666666666667,314.777777777778,17.8687716766664,0,0,3.38888888888889,0.277777777777778,0.388888888888889,0.166666666666667,2.94444444444444,0.0555555555555556,4.61111111111111,120,44,20,52,3,6,49,132,3,50,0,1,0,0,2,0,0,0,3466,45,864,997,1489,71,0,45,228,178,18,7,212
"Guararema",0.695652173913043,0.782608695652174,0.0434782608695652,0,0,0.521739130434783,0.0434782608695652,0.695652173913043,0.0434782608695652,0.782608695652174,0.0434782608695652,0.956521739130435,1,0,0.260869565217391,0.217391304347826,308,16.6981590702936,0.217391304347826,0.260869565217391,4.8695652173913,0.652173913043478,0.478260869565217,0.391304347826087,2.69565217391304,0.478260869565217,5.43478260869565,139,32,71,40,1,16,114,5,11,10,2,0,0,44,22,4,0,56,3843,0,833,837,2103,69,1,0,340,236,23,3,264
"Guaratinguetá",0.813953488372093,0.813953488372093,0.465116279069767,0.0232558139534884,0.0232558139534884,0.790697674418605,0,0.651162790697674,0.232558139534884,0.86046511627907,0.488372093023256,1.18604651162791,1.13953488372093,0.418604651162791,0.302325581395349,0.441860465116279,314.348837209302,19.9547031931437,0.255813953488372,0.255813953488372,5.53488372093023,0.465116279069767,0.255813953488372,0.27906976744186,2.88372093023256,0.27906976744186,4.55813953488372,365,40,72,61,0,41,71,232,23,139,12,23,0,21,20,18,13,6,10512,152,852,1618,5180,2500,259,103,513,472,43,18,963
"Guareí",0.714285714285714,0,0,0,0,0.571428571428571,0,0.428571428571429,0,0.714285714285714,6.57142857142857,6.42857142857143,6.42857142857143,6.42857142857143,0.142857142857143,0,318,15.7273868988155,0,0.142857142857143,0.857142857142857,0.142857142857143,0.285714285714286,0.142857142857143,2.71428571428571,0,5.57142857142857,78,6,13,11,0,4,30,0,2,16,1,3,0,13,0,1,0,0,1264,0,207,264,736,57,0,0,107,68,7,0,58
"Guariba",0.904761904761905,1,0.19047619047619,0.0476190476190476,0.0476190476190476,1,0.952380952380952,1,0,0.428571428571429,0,0.952380952380952,1,0.285714285714286,0,0.619047619047619,320,22.9363565395078,0.285714285714286,0.619047619047619,6.19047619047619,0.80952380952381,0.571428571428571,0.952380952380952,3.04761904761905,0.380952380952381,5.42857142857143,208,39,42,49,133,19,247,42,31,66,0,47,0,48,24,2,1,0,6433,242,615,920,2466,2054,194,184,358,272,21,3,262
"Guarujá",0.966666666666667,0.966666666666667,0.566666666666667,0.116666666666667,0.1,0.783333333333333,0.433333333333333,0.833333333333333,0.133333333333333,0.466666666666667,0.05,0.966666666666667,0.966666666666667,0.0166666666666667,0.3,0.3,322.616666666667,23.7072558064878,0.25,0.45,6.06666666666667,0.483333333333333,0.25,0.4,2.43333333333333,0.333333333333333,5.28333333333333,652,73,183,116,348,48,358,24,200,170,20,132,2,263,38,20,71,11,31189,1480,1770,6045,12605,7712,1457,1600,989,1193,60,10,3131
"Guarulhos",0.937062937062937,1,0,0.195804195804196,0.202797202797203,0.972027972027972,0.174825174825175,0.951048951048951,0.748251748251748,0.93006993006993,9,9,9,9,0.153846153846154,0.545454545454545,364,28.1677536217311,0,0.58041958041958,0,0.510489510489511,0.118881118881119,0.384615384615385,3.83216783216783,0.909090909090909,5.45454545454545,1388,645,795,718,26,837,2435,0,198,203,0,0,0,780,410,243,0,0,103068,4130,11144,29411,56038,2335,754,3386,2877,3625,143,67,11486
"Guatapará",1,1,0.333333333333333,0.166666666666667,0.166666666666667,0.666666666666667,0,0.666666666666667,0.166666666666667,0.833333333333333,0,0.666666666666667,1,0,0,0.5,326.166666666667,17.028807814992,0,0.666666666666667,4.66666666666667,0.666666666666667,0.666666666666667,0.5,2.83333333333333,0,4.5,55,5,6,9,0,1,53,1,1,24,0,8,0,4,3,4,0,1,1513,31,288,198,522,446,42,17,105,87,6,1,62
"Guzolândia",1,1,0,0,0,1,1,1,0,0.333333333333333,0.333333333333333,0,1,0,0,0.333333333333333,325.333333333333,16.5882352941176,0.333333333333333,0,5.66666666666667,0.666666666666667,0.666666666666667,0.666666666666667,2.66666666666667,0.333333333333333,5.66666666666667,27,7,11,7,19,6,34,0,9,13,1,1,2,6,0,0,0,0,503,0,72,113,307,11,0,0,22,29,3,0,49
"Herculândia",1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,322,16.5833333333333,0,1,4,0,0,1,1,0,6,16,1,2,1,0,0,0,0,1,2,0,0,0,1,1,0,0,6,398,15,84,212,87,0,0,15,24,24,1,1,45
"Holambra",0.846153846153846,0.769230769230769,0,0.0769230769230769,0.0769230769230769,0.846153846153846,0,0.769230769230769,0.153846153846154,0.384615384615385,1.38461538461538,2.15384615384615,2.15384615384615,1.46153846153846,0.0769230769230769,0.230769230769231,312,17.3513195954372,0.384615384615385,0,4.46153846153846,0.230769230769231,0,0.923076923076923,2.07692307692308,0,5.15384615384615,110,29,30,27,0,10,30,2,7,25,3,15,1,18,18,8,2,3,2327,44,467,329,806,644,44,37,354,118,13,0,88
"Hortolândia",0.88135593220339,0.915254237288136,0.0677966101694915,0.0847457627118644,0.0847457627118644,0.898305084745763,0.135593220338983,0.915254237288136,0.23728813559322,0.661016949152542,0.152542372881356,1.13559322033898,1.11864406779661,0.186440677966102,0.0677966101694915,0.389830508474576,316.525423728814,23.4145152092765,0.322033898305085,0.203389830508475,6.66101694915254,0.864406779661017,0.355932203389831,0.711864406779661,3.22033898305085,0.305084745762712,6.28813559322034,707,430,476,523,9,39,372,43,78,261,12,33,8,169,30,24,4,10,26011,661,5496,5629,13435,716,105,630,1003,1101,59,13,1542
"Iacanga",1,1,0.2,0.2,0.2,1,0,1,0,1,0,1,0.8,0,0,0.4,311,21.1061307113939,0.4,1,5.4,0.4,0.4,1,3,0.4,6.6,51,8,19,9,0,2,0,67,3,24,1,22,0,12,7,4,0,2,1696,20,236,269,623,528,20,20,137,73,5,0,84
"Iacri",1,1,0,0,0,1,0,1,0.5,1,0,1,0.5,0,0,0.5,319,14.25,0,0.5,3,0,0,1,3,1,5.5,15,9,17,9,0,1,0,0,2,8,0,0,0,5,0,0,0,0,298,0,92,139,67,0,0,0,13,20,2,0,26
"Iaras",0.75,1,0,0.25,0.25,0.75,0,0.75,0,1,6.75,7,7,6.75,0.25,0.5,363,17.5247612681436,0.25,0.75,6.5,0.5,0.25,0.5,2,0.25,6.75,40,10,20,11,0,1,29,0,3,18,2,25,0,11,3,2,0,0,1144,36,138,184,438,335,29,20,62,61,4,1,26
"Ibaté",1,1,0,0.142857142857143,0.142857142857143,0.857142857142857,0,0.928571428571429,0.285714285714286,0.571428571428571,0.714285714285714,1.5,1.57142857142857,0.642857142857143,0.0714285714285714,0.571428571428571,314,21.9117870726886,0.214285714285714,0.571428571428571,6.14285714285714,0.714285714285714,0.5,0.428571428571429,3.14285714285714,0.285714285714286,5.92857142857143,143,60,35,63,0,12,285,35,14,37,0,14,8,25,4,9,1,9,4343,49,956,893,2361,82,4,47,296,193,14,4,277
"Ibirá",0.8,0.2,0,0.2,0.2,1,0,0.6,0,0.6,1.8,2.4,2.4,1.8,0.8,0.2,312,18.0531502810915,0.2,0,4.2,0.8,0.6,0,2.8,0.2,5.4,74,25,10,26,0,0,60,0,5,84,0,4,0,7,0,0,2,0,1821,87,214,282,663,546,55,61,134,96,5,1,121
"Ibirarema",0.75,1,0.5,0,0,0.75,0,0.75,0.5,1,2.25,3,2.75,2.25,0,0.25,318,16.3352272727273,0,0.5,4.25,0.25,0.25,0.5,3.5,0.5,7.25,32,4,4,14,0,3,17,35,2,9,0,2,4,1,6,1,4,0,791,0,172,185,418,16,0,0,50,45,4,0,36
"Ibitinga",0.954545454545455,0.909090909090909,0.136363636363636,0.0454545454545455,0.0454545454545455,0.681818181818182,0.0909090909090909,0.818181818181818,0.409090909090909,0.136363636363636,0.409090909090909,1.31818181818182,0.818181818181818,0.5,0.0454545454545455,0.227272727272727,319,20.4394087938206,0,0,3.22727272727273,0.590909090909091,0.5,0.454545454545455,2.86363636363636,0.363636363636364,5.59090909090909,153,77,51,93,2,13,192,20,8,49,0,2,0,40,0,1,0,0,4515,138,1040,1185,1888,251,20,131,347,200,22,3,708
"Ibiúna",0.671641791044776,0.119402985074627,0,0.0149253731343284,0.0149253731343284,0.253731343283582,0,0.477611940298507,0,0.447761194029851,0.164179104477612,0.656716417910448,0.940298507462687,0.134328358208955,0,0.283582089552239,318.089552238806,17.3995676587095,0,0.0149253731343284,1.47761194029851,0.119402985074627,0.0149253731343284,0.0447761194029851,2.05970149253731,0.0149253731343284,4.05970149253731,318,98,90,109,0,5,86,0,3,168,0,1,0,39,19,31,6,0,8610,48,1133,2004,5120,302,6,45,1067,467,67,6,521
"Icém",1,1,0.25,0,0,1,0.25,1,0.25,0.75,0,1,0.25,0,0.25,0.5,305.75,19.1950657894737,0.25,0.75,3.25,0.75,0.5,1,3.5,0.5,5.5,38,4,5,6,13,1,46,0,4,15,2,3,0,4,3,3,1,0,990,0,76,157,370,333,54,0,43,48,4,0,19
"Iepê",1,0.5,0,0,0,1,0,0.5,0,1,0,1,1,0,0,1,323,20.1058823529412,0,0,5.5,1,0.5,0.5,2.5,0.5,5,28,8,2,8,0,2,40,1,0,17,1,1,2,13,2,3,4,0,842,0,177,176,480,9,0,0,42,42,2,0,82
"Igaraçu do Tietê",1,1,0,0.1,0.1,0.9,0,0.8,0.1,0.9,0,0.9,1,0,0,0.5,292.4,21.698688949939,0,0.7,3.7,0.6,0.4,0.3,2.9,0.2,5.5,86,19,10,25,0,3,68,1,2,65,0,3,0,18,11,9,0,20,2432,220,473,479,1190,70,11,209,128,115,10,0,181
"Igarapava",0.866666666666667,0.533333333333333,0.2,0.133333333333333,0.0666666666666667,0.933333333333333,0,0.533333333333333,0,0.466666666666667,1.2,2.06666666666667,2.06666666666667,1.2,0.2,0.333333333333333,322,18.8806399074781,0.133333333333333,0.0666666666666667,0.8,0.333333333333333,0.333333333333333,0.2,2.86666666666667,0.0666666666666667,4.66666666666667,145,17,13,16,0,4,72,1,16,47,36,6,0,0,0,1,2,0,3396,149,321,431,1247,1048,224,125,295,153,15,5,230
"Igaratá",0.75,0.625,0.5,0.125,0.125,0.5,0,0.375,0,0.375,2.25,3,2.875,2.375,0.375,0.25,329.875,16.2282507739938,0.25,0.375,4.25,0.625,0.25,0,2.625,0,4.125,64,6,12,10,0,4,62,2,7,35,1,3,3,23,34,7,2,2,1654,44,184,269,736,397,47,21,86,85,8,1,89
"Iguape",0.666666666666667,0.555555555555556,0.5,0.111111111111111,0.111111111111111,0.555555555555556,0,0.555555555555556,0,0.333333333333333,1.11111111111111,1.77777777777778,1.66666666666667,1.16666666666667,0.222222222222222,0.222222222222222,363,17.3179436304436,0.111111111111111,0,2.33333333333333,0,0.222222222222222,0.0555555555555556,1.72222222222222,0,4.16666666666667,125,20,30,31,0,1,0,0,9,44,4,12,0,30,2,1,8,54,2986,23,398,652,1848,65,0,23,275,156,18,1,499
"Ilha Comprida",0.6,1,0,0.1,0.1,0.7,0,0.3,0,1,1.8,2.6,2.5,1.9,0,0.3,323.4,17.0365714285714,0,0.1,6.2,0.4,0.3,0.3,2,0,5,83,14,32,30,0,0,76,0,7,19,25,12,0,22,2,3,0,1,2438,110,364,333,874,703,67,97,158,115,10,1,653
"Ilha Solteira",1,1,0.2,0.1,0.1,1,0.4,0.9,0.3,0.6,0,0.8,0.3,0,0.5,0.3,320.7,16.7541033966034,0.2,0.9,4.9,0.7,0.5,0.4,3.4,0.3,6.3,133,13,61,37,4,8,81,0,22,56,2,3,1,14,17,8,1,0,2414,140,553,482,1164,75,25,115,143,136,10,0,236
"Ilhabela",0.594594594594595,0.783783783783784,0,0.0810810810810811,0.0810810810810811,0.702702702702703,0.0540540540540541,0.540540540540541,0.027027027027027,0.72972972972973,1.21621621621622,1.89189189189189,1.81081081081081,1.48648648648649,0.027027027027027,0.27027027027027,325.837837837838,17.4976002097132,0.486486486486487,0.162162162162162,4.02702702702703,0.324324324324324,0.189189189189189,0.378378378378378,2.67567567567568,0.135135135135135,4.16216216216216,268,38,158,74,2,13,80,11,34,118,1,31,0,74,19,6,8,87,6528,184,1088,943,2412,1801,136,148,501,315,37,2,530
"Indaiatuba",0.7625,0.9375,0.15,0.0375,0.025,0.9625,0.525,0.6875,0.2625,0.6625,0.4625,1.2,1.2625,0.45,0.025,0.275,322.65,24.0650250493865,0.1875,0.425,5.975,0.5,0.3625,0.5,2.825,0.5375,5.475,793,190,426,208,81,66,1469,151,142,202,17,78,46,208,69,50,12,51,26110,149,6194,5255,12568,801,800,492,1816,1022,80,9,2072
"Indiana",0.666666666666667,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0,1,0,0.666666666666667,0,1,1,0,0,0.333333333333333,322,18.8333333333333,0.333333333333333,0,4,0,0,1,4,0.666666666666667,3.33333333333333,17,5,4,6,0,1,0,0,1,6,2,0,2,4,3,3,0,2,499,0,101,122,272,4,0,0,92,22,3,0,32
"Indiaporã",1,1,0,0,0,1,1,1,0,1,0,1,0.5,0.5,1,0.5,319.5,20,0.5,0,5.5,1,1,1,2.5,0.5,5,20,2,6,3,3,3,23,1,3,13,2,1,0,2,2,2,0,0,400,0,81,83,226,10,0,0,14,20,2,1,17
"Inúbia Paulista",1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,323,17.4888888888889,0,0,6,0.333333333333333,0.333333333333333,1,2.33333333333333,0.333333333333333,6.33333333333333,17,4,3,6,8,8,19,0,1,7,1,0,1,8,11,0,0,0,363,8,56,87,200,12,0,8,31,21,3,0,5
"Ipaussu",0.857142857142857,1,1,0.142857142857143,0.142857142857143,1,0.285714285714286,1,0.142857142857143,0.857142857142857,0,1,1,0.571428571428571,0.285714285714286,0.285714285714286,316,20.5033577533578,0.714285714285714,1,5.85714285714286,0.714285714285714,0.428571428571429,0.428571428571429,4,0.142857142857143,6.28571428571429,70,14,13,17,2,7,54,100,4,25,2,13,0,3,12,9,0,13,2375,111,256,340,836,756,117,70,141,110,7,0,93
"Iperó",0.8125,1,0.375,0.125,0.125,0.9375,0.0625,0.8125,0.0625,0.6875,0.0625,0.875,0.625,0.1875,0.0625,0.3125,331,19.337716830861,0.375,0.0625,4.125,0.6875,0.625,0.0625,3.25,0.125,5.125,165,31,16,40,1,9,136,11,15,42,3,11,0,16,11,7,2,3,5678,193,615,837,2134,1709,256,127,286,275,16,4,198
"Ipeúna",1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0.5,315,20.1446969696969,0.25,1,4.75,0.25,0.25,1,4,0.75,6,44,12,24,26,0,3,50,2,5,12,0,0,4,9,12,0,0,21,887,0,185,205,484,13,0,0,68,44,4,2,81
"Ipiguá",0,1,0,0,0,0.5,0,1,0,0.5,0,1,1,0,0,0,324.5,22.875,0,0,4.5,1,0,0.5,3,0,6.5,17,7,7,7,0,2,3,0,0,6,0,2,0,1,0,2,2,6,692,0,121,149,400,22,0,0,67,30,2,0,62
